street_number,actual_street_name,Suburb,Borough,County,london_region,region,year,tenure_type,leasehold_unexpired_term,value,ground_rent_inpounds,rent_yearly_inpounds,years_purchase
2,WOODBRIDGE STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1903,LEASEHOLD,,55,3.15,2,27.5
12,ATTNEAVE STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1904,LEASEHOLD,49,500,9,57,8.771929825
5,BOND STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1904,LEASEHOLD,15,235,5,,
351,GOSWELL ROAD,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1904,FREEHOLD,999,1600,,100,16
47,EXMOUTH STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1904,LEASEHOLD,12,310,8,90,3.444444444
21,KING'S CROSS ROAD,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1904,FREEHOLD,999,1005,,45,22.33333333
47,MOUNT PLEASANT,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1904,FREEHOLD,999,915,,45,20.33333333
15,PERCY CIRCUS,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1904,LEASEHOLD,29,760,7,110,6.909090909
29,RED LION STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1904,FREEHOLD,999,800,,50,16
8a,WILLIAM STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1904,LEASEHOLD,11,90,15,59.8,1.505016722
19,WILMINGTON SQUARE,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1904,LEASEHOLD,11,130,8,60,2.166666667
32,ARLINGTON STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,,57,8,59.8,0.953177258
31,BOWLING GREEN LANE,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,26,150,11,49.4,3.036437247
144,CLERKENWELL ROAD,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,,100,225,481.25,0.207792208
15,EASTON STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,10,41,18,45.5,0.901098901
53,EXMOUTH STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,10,180,6.3,47.5,3.789473684
59,EXMOUTH STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,10,310,6,70,4.428571429
58,EXMOUTH STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,COPYHOLD,999,590,,84,7.023809524
160,FARRINGDON ROAD,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,48,400,,107.9,3.707136237
282,GOSWELL ROAD,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,,346,,50,6.92
26,HOLFORD SQUARE,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,26,355,6,50,7.1
16,HOLFORD SQUARE,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,27,575,5,60,9.583333333
24,LLOYD SQUARE,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,16,335,3,45,7.444444444
43,MARGARET STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,10,80,7,45.5,1.758241758
52,MARGARET STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,10,95,5,36,2.638888889
31,MEREDITH STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,,31,,74.1,0.418353576
64,MYDDELTON SQUARE,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,,190,8.4,16.8,11.30952381
17,RIVER STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,,120,8,50.5,2.376237624
406,ST. JOHN STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,16,330,10,70,4.714285714
1,ST. HELENA PLACE,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,10,50,6,26,1.923076923
58,SPENCER STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,,18,,72.8,0.247252747
5,UPPER CHADWELL STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,,110,9,50,2.2
42,WHARTON STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,LEASEHOLD,21,300,4,45,6.666666667
757,COMMERCIAL ROAD,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1905,FREEHOLD,999,460,,35,13.14285714
57,AMWELL STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1906,LEASEHOLD,6,50,6.5,,
2,ARLINGTON STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1906,LEASEHOLD,,36,8,79.3,0.453972257
25,ARLINGTON STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1906,LEASEHOLD,,50,6.3,32,1.5625
7,BAKER STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1906,LEASEHOLD,,61,4.666666667,42,1.452380952
33,CYRUS STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1906,LEASEHOLD,,11,,66.4,0.165662651
25,GREAT PERCY STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1906,LEASEHOLD,13,260,6,60,4.333333333
16,GREAT PERCY STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1906,LEASEHOLD,12,210,6,60,3.5
39,GREAT PERCY STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1906,LEASEHOLD,12,345,6,70,4.928571429
50,MARGARET STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1906,LEASEHOLD,,75,5,59.8,1.254180602
6,PERCY SQUARE,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1906,LEASEHOLD,12,220,3.5,97.5,2.256410256
29,RED LION STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1906,FREEHOLD,999,790,,67.6,11.68639053
7,UPPER ASHBY STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1906,LEASEHOLD,4,12,,57.2,0.20979021
33,BAKER STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1907,LEASEHOLD,15,130,8,48,2.708333333
6,GRANVILLE SQUARE,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1907,LEASEHOLD,18,325,5.5,50,6.5
21,GREAT PERCY STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1907,LEASEHOLD,11,210,6,60,3.5
30,TYSOE STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1907,LEASEHOLD,,90,14,56,1.607142857
16,WILMINGTON SQUARE,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1907,LEASEHOLD,,130,4,50,2.6
32,BAKER STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1910,LEASEHOLD,12,125,8,45,2.777777778
6,COLDBATH SQUARE,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1910,FREEHOLD,999,515,,46.8,11.0042735
21,HOLFORD SQUARE,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1910,LEASEHOLD,22,255,5,52.5,4.857142857
5,AMWELL STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1900,LEASEHOLD,11,350,7.35,65,5.384615385
5,EASTON STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1900,LEASEHOLD,16,125,5,,
3,GLOUCESTER STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1900,LEASEHOLD,14,30,20,52,0.576923077
6,LLOYD'S ROW,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1900,LEASEHOLD,,95,8,,
72,MYDDLETON SQUARE,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1900,LEASEHOLD,12,280,0,57.75,4.848484849
75,MYDDLETON SQUARE,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1900,LEASEHOLD,11,135,25,60,2.25
7,PENTON STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1900,LEASEHOLD,46,500,0,52,9.615384615
4,TYSOE STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1900,LEASEHOLD,25,90,35,78,1.153846154
33,WILMINGTON SQUARE,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1900,LEASEHOLD,15,250,10,50,5
18,RIVER STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1908,LEASEHOLD,4,500,4,106,4.716981132
31,AMPTON STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1909,LEASEHOLD,5,55,7,48,1.145833333
158,CLERKENWELL ROAD,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1909,LEASEHOLD,,,,135,
164,CLERKENWELL ROAD,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1909,FREEHOLD,999,,,100,
26,PERCY CIRCUS,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1909,LEASEHOLD,23,300,6,58,5.172413793
24,PERCY CIRCUS,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1909,LEASEHOLD,23,290,6,65,4.461538462
15,GREAT BATH STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1911,FREEHOLD,999,540,,51.3,10.52631579
333,ST. JOHN STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1911,LEASEHOLD,18,400,10.5,80,5
23,GREAT BATH STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1913,FREEHOLD,999,800,,100,8
71,MOUNT PLEASANT,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1913,FREEHOLD,999,360,,65,5.538461539
12,RED LION STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1913,LEASEHOLD,,,,80,
26,BOWLING GREEN LANE,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1914,FREEHOLD,999,201,,45,4.466666667
24,GREAT PERCY STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1914,LEASEHOLD,6,50,5.85,65,0.769230769
17,RED LION STREET,CLERKENWELL,Islingt,Greater London,INNER,Greater London,1914,FREEHOLD,999,,,200,
538,,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1897,FREEHOLD,999,750,,50,15
14,BERNER STREET,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1897,FREEHOLD,999,825,,62.4,13.22115385
17,GROVE STREET,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1897,FREEHOLD,999,370,,36.4,10.16483517
359,,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1898,LEASEHOLD,39,375,,80,4.6875
60,RICHARD STREET,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1898,LEASEHOLD,2,25,2.458333333,39,0.641025641
155,,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1899,LEASEHOLD,,160,,,
543,,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1899,LEASEHOLD,17,230,,50,4.6
35,CAROLINE STREET,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1899,FREEHOLD,999,600,,70.2,8.547008547
107,BROOK STREET,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1901,COPYHOLD,,380,,39,9.743589744
107,BROOK STREET,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1901,FREEHOLD,999,455,,,
327,COMMERCIAL ROAD EAST,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1901,LEASEHOLD,36,455,,100,4.55
374,COMMERCIAL ROAD EAST,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1901,FREEHOLD,999,955,,55,17.36363636
54,WATNEY STREET,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1901,FREEHOLD,999,1480,,80,18.5
538,,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1902,FREEHOLD,999,950,,50,19
655,,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1902,FREEHOLD,999,1010,,50,20.2
52,WATNEY STREET,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1902,FREEHOLD,999,1350,,65,20.76923077
41,WHITEHORSE STREET,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1902,FREEHOLD,999,610,,55,11.09090909
811,COMMERCIAL ROAD EAST,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1903,LEASEHOLD,34,420,4,62.4,6.730769231
593,COMMERCIAL ROAD EAST,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1904,LEASEHOLD,,105,20,70,1.5
37,DEAN STREET (B-H),COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1904,LEASEHOLD,60,410,15,35,11.71428571
22,PORTLAND STREET,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1904,LEASEHOLD,4,53,2,41.6,1.274038462
14,WALTER STREET,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1904,LEASEHOLD,10,125,2,37.7,3.315649867
27,WHITE HORSE STREET,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1904,FREEHOLD,999,205,,20.8,9.855769231
38,CANNON STREET ROAD,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1906,FREEHOLD,999,625,,40,15.625
383,COMMERCIAL ROAD EAST,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1906,FREEHOLD,999,600,,,
361,COMMERCIAL ROAD EAST,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1906,LEASEHOLD,,690,,,
20,TURNER STREET,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1906,LEASEHOLD,,45,3,44.2,1.018099548
31,GREAT PRESCOTT STREET,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1907,FREEHOLD,999,38,,,
57,BEDFORD STREET,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1900,LEASEHOLD,18,185,20,52,3.557692308
131,CANNON STREET ROAD,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1900,FREEHOLD,999,870,,350,2.485714286
225,COMMERCIAL ROAD EAST,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1900,LEASEHOLD,13,175,50,150,1.166666667
801,COMMERCIAL ROAD EAST,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1900,FREEHOLD,999,980,,85,11.52941177
9,GEORGE STREET,COMMERCIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1900,FREEHOLD,999,300,,,
81,WATNEY STREET,"COMMERCIAL ROAD, EAST",Tower H,Greater London,INNER,Greater London,1896,LEASEHOLD,24,200,20,40,5
No. 325,,COMMERICIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1895,LEASEHOLD,43,300,,,
No. 761,,COMMERICIAL ROAD EAST,Tower H,Greater London,INNER,Greater London,1895,LEASEHOLD,70,410,5,45,9.111111111
35,BOW STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1896,FREEHOLD,999,7000,,,
36,BOW STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1896,FREEHOLD,999,7200,,,
5,NEW STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1897,FREEHOLD,999,1800,,80,22.5
3,NEW STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1899,FREEHOLD,999,3000,,130,23.07692308
4,NEW STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1899,FREEHOLD,999,2500,,110,22.72727273
6,NEW STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1899,FREEHOLD,999,2750,,115,23.91304348
9,NEW STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1902,FREEHOLD,999,2000,,90,22.22222222
21,NEW STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1903,FREEHOLD,999,2470,,90,27.44444444
39,FLORAL STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1906,LEASEHOLD,,2025,,54,37.5
27,NEW STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1906,LEASEHOLD,87,960,,110,8.727272727
32,WELLINGTON STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1906,FREEHOLD,999,4650,,400,11.625
20,NEW STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1907,LEASEHOLD,,1910,,95,20.10526316
10,NEW STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1907,LEASEHOLD,,2500,,120,20.83333333
33,"ROSE STREET, ""THE LAMB AND FLAG""",COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1907,FREEHOLD,999,2000,,,
14,YORK STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1907,LEASEHOLD,7,20,130,258.2,0.077459334
38,KING STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1910,LEASEHOLD,,8350,,,
34,WELLINGTON STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1910,LEASEHOLD,,4600,,,
34,FLORAL STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1908,LEASEHOLD,11,300,60,120,2.5
54,DRURY LANE,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1909,LEASEHOLD,64,,54.6,275,
24,NEW STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1909,LEASEHOLD,,,,80,
64,LONG ACRE,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1911,FREEHOLD,999,,,300,
8,RUSSELL STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1911,LEASEHOLD,,,,200,
30,WELLINGTON STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1911,FREEHOLD,999,,,135,
19,MELROSE AVENUE,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1911,LEASEHOLD,81,405,7.5,45,9
8,FLORAL STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1913,LEASEHOLD,,,,150,
25,JAMES STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1913,LEASEHOLD,,,,450,
26,JAMES STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1913,LEASEHOLD,,,,300,
12,YORK STREET,COVENT GARDEN,Westmin,Greater London,INNER,Greater London,1913,LEASEHOLD,,,,160,
1,HILLSIDE,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1899,LEASEHOLD,67,1200,14,,
23,MELROSE AVENUE,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1899,LEASEHOLD,96,495,7.5,50,9.9
2,SKARDU ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1899,LEASEHOLD,96,625,7,,
10,CARLTON GARDENS,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1901,LEASEHOLD,90,600,7.35,60,10
237,FORDWYCH ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1902,LEASEHOLD,93,560,6.5,48,11.66666667
8,LICHFIELD ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1902,LEASEHOLD,74,285,6.3,40,7.125
17,PROSPECT ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1902,LEASEHOLD,77,170,5,31.2,5.448717949
27,THE VILLAGE,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1902,LEASEHOLD,50,255,8,32.5,7.846153846
3,ASHFORD ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1903,LEASEHOLD,85,350,5,34,10.29411765
87,OAKLANDS ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1903,LEASEHOLD,90,385,6.5,,
14,PINE ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1903,LEASEHOLD,91,405,4.95,36,11.25
21,LARCH ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1904,LEASEHOLD,91,375,5.5,36,10.41666667
21,PROSPECT ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1904,LEASEHOLD,75,180,5,28.6,6.293706294
41,ASHFORD ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1905,LEASEHOLD,,630,5.4,50,12.6
2,CLAREMONT ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1905,LEASEHOLD,72,525,6.5,,
11,SKARDU ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1905,LEASEHOLD,90,620,8,55,11.27272727
182,WALM LANE,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1905,LEASEHOLD,92,900,15,90,10
51,ASHFORD ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1906,LEASEHOLD,87,315,5.4,38,8.289473684
116,THE BROADWAY,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1907,LEASEHOLD,72,860,6,60,14.33333333
229,FORDWAYCH ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1900,LEASEHOLD,95,600,6.5,50,12
58,HOWARD ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1908,LEASEHOLD,81,215,6.25,34,6.323529412
5,MANSTONE ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1908,LEASEHOLD,86,835,9.45,85,9.823529412
6,AVENUE ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1909,LEASEHOLD,70,300,6,40,7.5
41,CHICHELE ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1909,LEASEHOLD,83,460,7.35,,
1,CLAREMONT ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1909,LEASEHOLD,69,180,6.5,400,0.45
15,RICHBOROUGH ROAD,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1909,LEASEHOLD,77,425,6,36,11.80555556
60,BLENHEIM GARDENS,CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1914,LEASEHOLD,80,520,12,,
22,"ST. GABRIEL'S ROAD, GREENFIELD HOUSE",CRICKLEWOOD,Barnet,Greater London,OUTER,Greater London,1914,LEASEHOLD,85,660,12.5,,
19,ELLA ROAD,CROUCH END,Islingt,Greater London,INNER,Greater London,1899,LEASEHOLD,82,540,9,50,10.8
27,ELLA ROAD,CROUCH END,Islingt,Greater London,INNER,Greater London,1899,LEASEHOLD,82,500,7.35,45,11.11111111
15,LYNTON ROAD,CROUCH END,Islingt,Greater London,INNER,Greater London,1899,LEASEHOLD,78,280,6,30,9.333333333
64,PALACE ROAD,CROUCH END,Islingt,Greater London,INNER,Greater London,1899,LEASEHOLD,65,340,7,30,11.33333333
68,PALACE ROAD,CROUCH END,Islingt,Greater London,INNER,Greater London,1899,LEASEHOLD,78,420,10,42,10
49,PARK ROAD,CROUCH END,Islingt,Greater London,INNER,Greater London,1899,LEASEHOLD,82,1000,12.6,70,14.28571429
10,TOPSFIELD PARADE,CROUCH END,Islingt,Greater London,INNER,Greater London,1899,LEASEHOLD,94,1550,,130,11.92307692
12,TOPSFIELD PARADE,CROUCH END,Islingt,Greater London,INNER,Greater London,1899,LEASEHOLD,94,1700,,125,13.6
37,TOPSFIELD PARADE,CROUCH END,Islingt,Greater London,INNER,Greater London,1899,LEASEHOLD,94,1500,20,100,15
1,TOPSFIELD ROAD,CROUCH END,Islingt,Greater London,INNER,Greater London,1899,LEASEHOLD,78,280,6,29,9.655172414
5,TOPSFIELD ROAD,CROUCH END,Islingt,Greater London,INNER,Greater London,1899,LEASEHOLD,78,275,5,28,9.821428571
44,WESTON PARK,CROUCH END,Islingt,Greater London,INNER,Greater London,1899,LEASEHOLD,82,500,10,55,9.090909091
52,WESTON PARK,CROUCH END,Islingt,Greater London,INNER,Greater London,1899,LEASEHOLD,82,520,10,50,10.4
4,AUBREY ROAD,CROUCH END,Islingt,Greater London,INNER,Greater London,1901,LEASEHOLD,86,485,9,,
27,CECILE PARK,CROUCH END,Islingt,Greater London,INNER,Greater London,1901,LEASEHOLD,80,525,10,52.5,10
29,CRESCENT ROAD,CROUCH END,Islingt,Greater London,INNER,Greater London,1901,LEASEHOLD,67,600,10,,
21,CARYSFORT ROAD,CROUCH END,Islingt,Greater London,INNER,Greater London,1902,LEASEHOLD,93,470,6.5,42,11.19047619
67,CECILE PARK,CROUCH END,Islingt,Greater London,INNER,Greater London,1902,LEASEHOLD,81,415,8.4,45,9.222222222
42,COOLHURST ROAD,CROUCH END,Islingt,Greater London,INNER,Greater London,1902,LEASEHOLD,80,1100,15.75,90,12.22222222
7,PALACE ROAD,CROUCH END,Islingt,Greater London,INNER,Greater London,1902,LEASEHOLD,76,370,8.5,45,8.222222222
5,THE PAVEMENT,CROUCH END,Islingt,Greater London,INNER,Greater London,1902,FREEHOLD,999,840,,50,16.8
51,WESTON PARK,CROUCH END,Islingt,Greater London,INNER,Greater London,1902,LEASEHOLD,79,535,10,55,9.727272727
6,AVENUE ROAD,CROUCH END,Islingt,Greater London,INNER,Greater London,1903,LEASEHOLD,,1650,16,125,13.2
15,AVENUE ROAD,CROUCH END,Islingt,Greater London,INNER,Greater London,1903,LEASEHOLD,74,1305,11,110,11.86363636
48,CARYSFOOT ROAD,CROUCH END,Islingt,Greater London,INNER,Greater London,1903,LEASEHOLD,92,405,6,45,9
9,ELDER AVENUE,CROUCH END,Islingt,Greater London,INNER,Greater London,1903,LEASEHOLD,79,660,12.6,65,10.15384615
296,PARK ROAD,CROUCH END,Islingt,Greater London,INNER,Greater London,1903,LEASEHOLD,93,450,8.4,54,8.333333333
17,WESTON PARK,CROUCH END,Islingt,Greater London,INNER,Greater London,1903,LEASEHOLD,78,565,9,60,9.416666667
